,Unnamed: 0,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,not.fully.paid
3912,3912,0.1095,196.29,10.04324949,8.82,742,7320.0,591,29.5,Did Not Pay
3913,3913,0.1221,199.89,10.18111929,11.05,687,4589.958333,14387,68.5,Fully Paid
3914,3914,0.1379,681.51,11.69524702,15.0,687,7680.0,24911,27.2,Did Not Pay
3915,3915,0.0963,231.08,11.3736634,3.61,777,4499.958333,0,0.0,Did Not Pay
3916,3916,0.1221,116.61,10.59663473,8.28,687,5249.958333,3900,43.7,Did Not Pay
3917,3917,0.1287,235.44,10.81977828,16.06,692,2940.0,19609,73.7,Did Not Pay
3918,3918,0.0963,320.95,10.81977828,21.89,747,6389.958333,33895,33.3,Did Not Pay
3919,3919,0.08,125.35,11.12726298,14.19,772,2339.958333,471,2.6,Did Not Pay
3920,3920,0.0932,191.69,11.46468015,9.51,742,4680.0,31108,34.9,Fully Paid
3921,3921,0.1758,251.6,10.30895266,13.16,712,2100.0,12017,73.7,Did Not Pay
3922,3922,0.1284,403.42,10.4341158,23.05,687,5070.0,8856,28.2,Did Not Pay
3923,3923,0.1221,449.76,11.12726298,18.72,707,3180.958333,28714,53.1,Did Not Pay
3924,3924,0.1411,201.1,9.862665558,0.56,682,6540.0,0,0.0,Did Not Pay
3925,3925,0.0894,142.98,11.51292546,9.6,752,3893.958333,50284,32.6,Did Not Pay
3926,3926,0.0932,111.82,10.79409118,8.94,767,2069.958333,280,2.1,Did Not Pay
3927,3927,0.08,203.69,11.72800459,8.79,752,7439.958333,7828,13.2,Did Not Pay
3928,3928,0.1442,206.3,10.77895629,4.88,662,2100.0,5565,43.1,Did Not Pay
3929,3929,0.1347,122.13,9.61580548,15.28,682,1410.0,371,37.1,Did Not Pay
3930,3930,0.1379,238.53,11.19134184,13.41,682,4619.958333,22541,57.1,Did Not Pay
3931,3931,0.1221,299.84,11.51791301,8.6,697,5639.958333,20994,75.8,Did Not Pay
3932,3932,0.0932,255.58,10.30895266,16.8,772,5969.958333,7590,25.7,Did Not Pay
3933,3933,0.1253,227.58,11.08214255,4.1,747,2789.958333,155,1.2,Fully Paid
3934,3934,0.1189,328.33,10.62869042,18.19,707,3607.0,8737,70.5,Did Not Pay
3935,3935,0.1348,447.8,10.46310334,22.25,687,3955.041667,23698,78.7,Did Not Pay
3936,3936,0.1126,87.09,10.77895629,20.8,702,15419.95833,8129,63.0,Did Not Pay
3937,3937,0.1158,495.21,11.19821472,10.22,752,8400.0,16877,54.4,Did Not Pay
3938,3938,0.1726,751.47,10.77895629,13.38,667,5646.958333,0,0.0,Did Not Pay
3939,3939,0.08,156.69,10.98860925,7.12,752,5669.958333,13538,48.9,Did Not Pay
3940,3940,0.08,100.28,10.30895266,2.84,762,2550.0,179,0.5,Did Not Pay
3941,3941,0.1284,268.95,9.472704636,0.0,717,1440.0,0,0.0,Fully Paid
3942,3942,0.0768,124.77,10.81985828,17.06,782,4290.0,1950,18.7,Did Not Pay
3943,3943,0.1189,265.32,9.903487553,8.46,712,4169.958333,14326,75.4,Did Not Pay
3944,3944,0.1221,59.97,11.00209984,19.82,732,3720.0,16854,96.3,Did Not Pay
3945,3945,0.1316,337.71,10.73639668,15.47,687,1679.958333,4351,33.7,Fully Paid
3946,3946,0.1442,275.07,10.89673933,7.0,662,1949.958333,14867,57.6,Did Not Pay
3947,3947,0.0963,288.85,11.35045359,7.19,757,2759.958333,11,0.1,Fully Paid
3948,3948,0.1505,173.46,11.35040654,14.04,672,5490.0,9952,97.6,Did Not Pay
3949,3949,0.1221,283.18,11.08214255,9.18,692,1979.958333,9283,72.5,Did Not Pay
3950,3950,0.1284,268.95,10.71441777,8.32,712,2100.0,9572,76.6,Did Not Pay
3951,3951,0.1568,700.04,11.69524702,16.77,677,2280.0,29799,53.0,Did Not Pay
3952,3952,0.1284,282.4,11.9381932,0.39,712,8159.958333,5714,28.4,Did Not Pay
3953,3953,0.08,94.01,10.30895266,10.4,742,3809.958333,8112,18.2,Did Not Pay
3954,3954,0.1253,351.4,10.84941475,23.49,697,2850.0,18709,63.9,Did Not Pay
3955,3955,0.1442,120.34,10.22441096,14.67,672,5249.958333,10455,95.3,Fully Paid
3956,3956,0.1062,162.8,10.08580911,21.6,707,4800.0,6010,41.4,Did Not Pay
3957,3957,0.1095,523.42,10.6214249,17.0,752,4290.0,1850,7.6,Did Not Pay
3958,3958,0.1126,262.91,11.00209984,4.46,742,2550.0,4824,47.8,Did Not Pay
3959,3959,0.1126,427.23,11.21187442,15.31,742,5580.0,957,16.8,Did Not Pay
3960,3960,0.1126,657.27,11.40756495,12.15,757,3779.958333,5948,56.6,Did Not Pay
3961,3961,0.0963,385.14,11.08214255,11.76,752,7650.0,54707,50.6,Fully Paid
3962,3962,0.1284,470.66,11.88448902,8.88,717,1110.0,2424,15.6,Did Not Pay
3963,3963,0.1284,141.2,10.23466006,10.21,682,4020.0,4002,61.6,Fully Paid
3964,3964,0.167,497.02,11.15625052,12.75,707,5088.0,65335,66.9,Did Not Pay
3965,3965,0.1253,284.47,11.14739716,22.05,692,7020.0,33321,83.5,Did Not Pay
3966,3966,0.0963,320.95,11.22524339,13.79,737,3059.958333,21027,17.7,Did Not Pay
3967,3967,0.1284,571.51,10.16585182,7.8,752,13140.0,77929,8.3,Fully Paid
3968,3968,0.0932,188.49,10.96819829,5.07,737,5341.958333,4499,17.8,Did Not Pay
3969,3969,0.1537,418.16,10.91508846,8.51,672,4410.0,7494,94.9,Did Not Pay
3970,3970,0.1474,207.23,9.85198371,12.32,662,1770.0,5825,48.5,Did Not Pay
3971,3971,0.1158,495.21,11.71177632,4.34,727,4740.0,13410,20.0,Did Not Pay
3972,3972,0.1568,490.03,11.66992921,6.02,687,3240.0,7755,90.2,Did Not Pay
3973,3973,0.1158,351.6,10.91508846,9.25,717,7199.958333,17808,58.0,Did Not Pay
3974,3974,0.1253,234.27,11.00209984,6.64,697,5729.958333,11391,67.0,Did Not Pay
3975,3975,0.0768,155.96,10.48793532,3.65,797,9420.0,4787,10.8,Did Not Pay
3976,3976,0.1474,518.06,11.08214255,6.79,687,2130.0,11314,87.0,Did Not Pay
3977,3977,0.1316,709.18,11.77528973,8.23,702,10590.0,11956,71.1,Did Not Pay
3978,3978,0.1347,254.42,10.77687078,13.23,677,3179.958333,8815,51.0,Did Not Pay
3979,3979,0.1284,47.07,8.494538501,17.68,722,2100.0,0,2.5,Did Not Pay
3980,3980,0.1316,135.09,10.30895266,4.28,752,8279.958333,2049,9.1,Did Not Pay
3981,3981,0.1316,337.71,11.35040654,18.31,702,3240.0,16528,22.9,Did Not Pay
3982,3982,0.1253,602.4,11.53272809,16.42,707,7859.958333,11318,35.3,Did Not Pay
3983,3983,0.1221,266.52,10.51604813,6.21,717,1589.958333,6883,65.6,Did Not Pay
3984,3984,0.1357,203.82,10.30895266,10.84,677,2670.0,3962,56.6,Did Not Pay
3985,3985,0.1221,399.78,10.85892207,17.12,702,4169.958333,15524,29.0,Did Not Pay
3986,3986,0.0963,288.85,10.68051622,8.77,737,3210.0,15228,60.4,Did Not Pay
3987,3987,0.1316,371.48,10.91501573,7.62,682,2669.958333,10756,69.8,Did Not Pay
3988,3988,0.1537,261.35,10.71441777,15.84,662,3210.0,5015,85.0,Did Not Pay
3989,3989,0.1218,266.4,10.75790288,2.32,762,4474.0,7470,38.3,Did Not Pay
3990,3990,0.0932,153.35,11.27720313,17.26,742,5160.0,22101,26.8,Did Not Pay
3991,3991,0.2011,623.4,11.00209984,21.34,662,3960.0,13337,59.0,Fully Paid
3992,3992,0.1379,391.87,10.6454249,10.89,687,3660.0,11637,91.6,Did Not Pay
3993,3993,0.1126,394.36,10.71441777,17.39,722,2699.958333,5079,14.8,Did Not Pay
3994,3994,0.1095,327.14,10.81977828,22.46,727,4169.958333,10593,37.2,Did Not Pay
3995,3995,0.1411,328.6,11.40756495,12.72,667,5309.958333,11265,39.0,Did Not Pay
3996,3996,0.1126,230.05,10.98778115,18.2,712,7469.958333,42157,86.6,Did Not Pay
3997,3997,0.0963,224.66,10.81977828,12.77,727,7320.0,13539,68.7,Did Not Pay
3998,3998,0.0963,365.88,11.8277362,4.21,807,4259.958333,58518,0.0,Did Not Pay
3999,3999,0.1095,327.14,10.81977828,8.9,727,3179.958333,6048,26.8,Did Not Pay
4000,4000,0.1505,312.23,11.0390102,11.3,662,1770.0,12842,61.7,Did Not Pay
4001,4001,0.1474,690.74,12.00150548,10.2,712,3960.0,106181,94.1,Did Not Pay
4002,4002,0.1531,417.79,11.20582949,10.39,742,2785.958333,2577,6.3,Did Not Pay
4003,4003,0.1095,314.06,11.94475983,8.75,732,3119.958333,33147,34.9,Did Not Pay
4004,4004,0.16,351.58,11.35040654,8.6,672,5220.0,9132,36.5,Did Not Pay
4005,4005,0.1189,182.41,10.66895539,17.94,697,2819.958333,5668,76.6,Did Not Pay
4006,4006,0.0963,353.04,10.83958091,19.48,737,2910.0,1100,7.7,Did Not Pay
4007,4007,0.1126,427.23,11.3736634,18.36,732,2069.958333,5730,10.8,Did Not Pay
4008,4008,0.1189,782.67,10.91501573,16.21,737,5009.958333,29276,71.5,Did Not Pay
4009,4009,0.1189,265.32,10.59663473,15.69,717,2640.0,7131,93.8,Did Not Pay
4010,4010,0.074,139.77,11.37198383,14.18,797,4939.958333,5254,11.6,Did Not Pay
4011,4011,0.1189,497.46,11.18996158,11.85,752,2160.0,1281,2.3,Did Not Pay
4012,4012,0.1114,173.86,11.51292546,8.47,742,4896.0,73258,89.9,Did Not Pay
4013,4013,0.0963,481.42,10.87812266,10.87,782,6540.0,17040,39.4,Did Not Pay
4014,4014,0.1411,444.98,11.09741002,17.51,682,5669.958333,22388,91.3,Did Not Pay
4015,4015,0.1316,439.02,10.81977828,9.53,687,1860.0,13472,80.7,Did Not Pay
4016,4016,0.1253,589.01,11.05564061,10.05,737,6029.958333,51054,58.8,Did Not Pay
4017,4017,0.1316,351.21,11.35040654,6.73,682,4290.0,4611,30.7,Did Not Pay
4018,4018,0.0932,47.93,10.81552927,18.2,722,3720.0,1498,6.7,Did Not Pay
4019,4019,0.1853,910.44,11.69524702,24.97,672,4290.0,96565,88.9,Did Not Pay
4020,4020,0.1316,405.25,11.2185544,18.22,697,4560.958333,10157,63.9,Fully Paid
4021,4021,0.1183,308.15,11.40756495,4.12,722,3149.958333,1067,46.4,Did Not Pay
4022,4022,0.1158,445.69,10.84450992,15.34,717,2819.958333,13582,51.1,Did Not Pay
4023,4023,0.1189,663.28,11.1844214,14.12,727,3210.0,20979,68.6,Did Not Pay
4024,4024,0.1632,529.71,11.60823564,10.37,662,3360.0,14517,91.3,Did Not Pay
4025,4025,0.1253,167.34,10.37349118,11.81,682,5130.0,1278,63.9,Did Not Pay
4026,4026,0.1426,171.53,10.81985828,18.57,667,4619.958333,10883,27.2,Did Not Pay
4027,4027,0.1095,323.87,10.57131693,14.65,727,2399.958333,10299,39.9,Did Not Pay
4028,4028,0.1411,136.92,11.15619338,2.43,682,1110.0,4177,41.4,Did Not Pay
4029,4029,0.1189,198.99,10.77895629,23.55,712,1890.0,4659,41.6,Did Not Pay
4030,4030,0.1853,538.98,11.00209984,1.58,717,3390.0,8476,66.7,Fully Paid
4031,4031,0.1095,196.29,11.12732181,21.33,717,5639.958333,27411,42.4,Did Not Pay
4032,4032,0.1537,174.24,11.08214255,4.23,677,3869.958333,5239,22.6,Did Not Pay
4033,4033,0.1114,519.94,11.2697195,9.5,762,7721.0,13405,23.7,Fully Paid
4034,4034,0.1505,104.08,10.81977828,14.93,687,5639.958333,3149,98.4,Did Not Pay
4035,4035,0.1221,333.15,10.54534144,7.14,702,3180.958333,5520,13.6,Did Not Pay
4036,4036,0.1253,334.67,11.17071681,9.8,707,5130.0,11437,35.4,Did Not Pay
4037,4037,0.1695,356.27,10.83958091,23.53,702,4410.0,19230,44.4,Did Not Pay
4038,4038,0.16,703.15,11.23843599,23.57,697,4649.958333,22037,99.3,Did Not Pay
4039,4039,0.1221,399.78,11.55214618,8.75,707,6600.0,5199,12.5,Did Not Pay
4040,4040,0.0737,108.66,10.70315458,13.89,787,5339.958333,5284,7.0,Did Not Pay
4041,4041,0.0963,449.32,11.15016059,14.57,762,15119.95833,14992,34.6,Did Not Pay
4042,4042,0.1114,164.02,11.15625052,14.52,717,3669.0,4093,17.1,Did Not Pay
4043,4043,0.1253,284.47,10.1266311,18.72,687,1979.958333,13604,52.5,Did Not Pay
4044,4044,0.1158,561.23,11.12198437,11.82,727,6540.0,21676,62.1,Did Not Pay
4045,4045,0.0932,460.04,11.32055357,4.29,772,5760.0,4554,9.4,Did Not Pay
4046,4046,0.0768,109.17,10.96819829,15.89,752,15360.0,17771,37.2,Did Not Pay
4047,4047,0.1158,429.18,11.15619338,18.22,712,4529.958333,24893,69.9,Did Not Pay
4048,4048,0.1284,268.95,10.30895266,4.28,687,4949.958333,1602,76.3,Did Not Pay
4049,4049,0.1126,709.85,11.40756495,7.91,752,4800.0,16249,72.5,Fully Paid
4050,4050,0.1347,67.85,10.14643373,14.64,667,6809.958333,11821,33.7,Did Not Pay
4051,4051,0.1095,32.72,10.37967204,15.43,717,3899.958333,0,0.0,Did Not Pay
4052,4052,0.1411,189.98,10.81977828,21.58,667,3119.958333,13594,63.5,Did Not Pay
4053,4053,0.1183,424.12,10.7063856,10.65,717,3965.0,9294,19.3,Did Not Pay
4054,4054,0.1148,327.22,10.71441777,12.67,732,2913.0,696,2.7,Did Not Pay
4055,4055,0.1284,363.08,10.77895629,22.45,687,8219.958333,15260,77.9,Did Not Pay
4056,4056,0.1316,42.22,9.574983486,21.33,667,2039.958333,1638,71.2,Fully Paid
4057,4057,0.08,313.37,11.40756495,4.07,777,5160.0,2881,14.2,Did Not Pay
4058,4058,0.08,313.37,11.32659589,8.79,777,6120.0,1226,6.8,Did Not Pay
4059,4059,0.0932,351.42,11.56171563,4.33,747,4619.958333,5297,20.2,Did Not Pay
4060,4060,0.1183,463.88,10.96819829,8.23,742,2153.0,0,0.0,Did Not Pay
4061,4061,0.1221,133.26,10.57131693,24.98,692,1860.0,6714,57.9,Fully Paid
4062,4062,0.1322,243.37,10.59663473,22.77,692,1751.0,9325,63.9,Did Not Pay
4063,4063,0.0963,385.14,11.15625052,8.86,757,4859.958333,14745,34.6,Did Not Pay
4064,4064,0.1979,287.2,10.87804719,15.26,692,3509.958333,11835,98.6,Fully Paid
4065,4065,0.0963,144.43,11.05089001,13.33,732,2130.0,4004,17.8,Did Not Pay
4066,4066,0.1189,165.82,10.30895266,18.2,732,1800.0,1984,24.8,Fully Paid
4067,4067,0.1411,316.62,10.34174248,19.9,667,4949.958333,978,27.2,Did Not Pay
4068,4068,0.1379,204.46,11.15625052,7.99,672,8159.958333,7635,88.8,Did Not Pay
4069,4069,0.0737,99.35,10.50506754,18.15,797,7620.0,19617,24.0,Did Not Pay
4070,4070,0.08,219.36,11.08521475,10.25,757,3990.0,15223,25.8,Did Not Pay
4071,4071,0.0963,320.95,10.68510338,1.35,737,7559.958333,1876,12.3,Fully Paid
4072,4072,0.1284,504.27,11.46163217,9.75,697,7919.958333,33981,77.1,Fully Paid
4073,4073,0.0932,281.14,10.07744086,2.37,782,4229.958333,1483,5.3,Did Not Pay
4074,4074,0.0963,256.76,10.77895629,9.2,762,2309.958333,5060,19.5,Did Not Pay
4075,4075,0.1357,628.42,11.27720313,10.68,707,4466.0,6495,42.7,Did Not Pay
4076,4076,0.1095,278.07,10.6454249,0.43,817,4979.958333,84,0.5,Did Not Pay
4077,4077,0.08,47.01,11.05089001,16.9,732,2550.0,5848,44.6,Did Not Pay
4078,4078,0.1189,165.82,10.81977828,2.5,772,3149.958333,5108,33.6,Did Not Pay
4079,4079,0.0932,297.11,10.91501573,12.15,752,4470.0,2498,24.7,Did Not Pay
4080,4080,0.1148,494.53,10.77895629,7.35,742,4199.958333,16055,50.5,Did Not Pay
4081,4081,0.1284,430.31,11.00209984,11.62,697,2160.0,13957,46.1,Did Not Pay
4082,4082,0.16,527.36,11.15625052,7.83,662,6329.958333,18503,86.5,Did Not Pay
4083,4083,0.1158,825.34,11.51292546,21.05,762,6990.0,5380,12.4,Did Not Pay
4084,4084,0.0768,37.43,10.37349118,14.93,757,9689.958333,13271,16.2,Did Not Pay
4085,4085,0.1253,334.67,10.73639668,12.83,702,1709.958333,7882,29.0,Did Not Pay
4086,4086,0.0932,223.63,10.59663473,15.03,742,3869.958333,21414,46.0,Did Not Pay
4087,4087,0.1379,265.79,10.4341158,21.18,672,4229.958333,4601,32.0,Fully Paid
4088,4088,0.1316,713.4,12.08168787,11.47,707,3779.958333,113283,81.2,Did Not Pay
4089,4089,0.0963,385.14,11.00209984,19.4,762,12000.0,13659,22.0,Did Not Pay
4090,4090,0.1221,259.03,11.05089001,14.86,697,3750.0,10013,38.7,Did Not Pay
4091,4091,0.1316,675.41,11.22524339,6.75,702,5100.0,19894,78.6,Did Not Pay
4092,4092,0.1189,132.66,11.12732181,19.76,707,3990.0,24802,86.4,Fully Paid
4093,4093,0.1322,169.01,10.49127422,9.37,692,2769.958333,2481,50.6,Did Not Pay
4094,4094,0.1411,855.73,11.66767025,15.53,712,2789.958333,26438,48.7,Fully Paid
4095,4095,0.0859,221.28,11.35040654,3.92,762,1896.0,17390,86.1,Did Not Pay
4096,4096,0.1189,530.63,11.26446411,5.23,742,3600.0,16578,44.8,Did Not Pay
4097,4097,0.1537,209.08,11.1844214,3.3,707,4979.958333,16860,99.2,Did Not Pay
4098,4098,0.1148,464.04,10.23981692,16.33,727,3619.0,18496,42.6,Fully Paid
4099,4099,0.1663,248.29,10.34161344,8.32,667,2760.958333,6082,96.5,Did Not Pay
4100,4100,0.1568,875.04,11.58988651,15.73,682,3570.0,36015,88.5,Fully Paid
4101,4101,0.1284,365.6,10.63344871,13.76,697,3809.958333,8422,81.8,Fully Paid
4102,4102,0.1316,270.17,10.81977828,9.96,682,5279.958333,3958,39.6,Did Not Pay
4103,4103,0.0932,255.58,10.66895539,16.02,752,3779.958333,5410,34.9,Did Not Pay
4104,4104,0.1253,251.0,10.77895629,20.51,692,4710.0,12189,69.3,Did Not Pay
4105,4105,0.074,124.24,9.852194258,4.93,787,4195.958333,2331,7.7,Did Not Pay
4106,4106,0.0932,223.63,10.79957558,19.64,737,4110.0,21140,79.8,Did Not Pay
4107,4107,0.1126,98.59,11.08521475,17.21,702,5760.0,16389,58.1,Did Not Pay
4108,4108,0.0894,285.95,11.69524702,12.44,742,6375.958333,43488,68.3,Did Not Pay
4109,4109,0.1284,221.88,11.15625052,5.26,742,2850.0,993,24.8,Did Not Pay
4110,4110,0.1392,170.69,9.61580548,4.0,692,1470.0,0,0.0,Did Not Pay
4111,4111,0.1221,79.96,10.49127422,7.0,692,5790.0,6655,74.8,Did Not Pay
4112,4112,0.16,70.32,11.27720313,12.58,682,3293.0,4047,30.7,Did Not Pay
4113,4113,0.08,231.89,10.51867319,13.43,752,5790.0,6938,24.1,Did Not Pay
4114,4114,0.1531,163.64,9.862665558,8.56,677,1920.0,1089,90.7,Did Not Pay
4115,4115,0.1284,268.95,10.75790288,14.76,692,2009.958333,11798,88.7,Fully Paid
4116,4116,0.1347,50.89,9.798127037,21.47,707,1289.958333,865,86.5,Did Not Pay
4117,4117,0.1496,297.95,10.50506754,18.58,682,1110.0,8559,41.0,Did Not Pay
4118,4118,0.08,109.68,10.30895266,2.24,747,1709.958333,2298,18.5,Did Not Pay
4119,4119,0.1183,231.94,10.34884622,5.69,712,2460.958333,6955,63.8,Did Not Pay
4120,4120,0.1253,669.33,11.58988651,15.77,717,12120.0,33900,56.4,Did Not Pay
4121,4121,0.0894,317.72,11.00791623,4.24,742,2160.0,14188,27.3,Did Not Pay
4122,4122,0.1426,247.01,11.22524339,18.13,667,1835.0,39236,63.4,Did Not Pay
4123,4123,0.1148,82.43,10.46310334,18.62,702,5190.0,8677,57.8,Did Not Pay
4124,4124,0.1322,162.25,10.6454249,15.6,677,2013.958333,9090,58.3,Did Not Pay
4125,4125,0.1287,151.35,10.46310334,19.78,682,2490.0,4726,73.8,Did Not Pay
4126,4126,0.1287,605.4,10.67442876,13.27,707,5430.0,3423,15.2,Did Not Pay
4127,4127,0.0894,201.75,10.49127422,21.6,732,3303.0,4508,18.6,Did Not Pay
4128,4128,0.0894,312.95,10.37349118,16.95,737,2313.958333,3760,20.5,Did Not Pay
4129,4129,0.1739,645.26,12.40901349,15.67,672,6094.958333,145711,96.2,Did Not Pay
4130,4130,0.1218,163.17,11.15625052,17.5,697,3360.0,5040,67.2,Did Not Pay
4131,4131,0.1183,41.42,10.29214554,21.4,697,4110.0,11339,78.7,Did Not Pay
4132,4132,0.0894,182.69,10.7342204,20.94,727,3210.0,4902,47.1,Did Not Pay
4133,4133,0.1392,652.87,11.40978471,10.28,697,5190.0,11573,61.9,Did Not Pay
4134,4134,0.1322,101.41,10.82778673,11.45,692,5553.0,21085,36.8,Did Not Pay
4135,4135,0.1253,83.67,10.54691914,10.97,682,4410.0,7527,56.6,Did Not Pay
4136,4136,0.1426,34.31,8.853665428,13.54,677,8099.0,2252,86.6,Did Not Pay
4137,4137,0.1114,360.84,10.76130135,19.52,727,3570.0,15085,70.5,Did Not Pay
4138,4138,0.1392,256.03,10.81977828,13.9,677,5460.0,3676,70.5,Fully Paid
4139,4139,0.1114,393.65,10.37349118,18.0,737,6483.958333,18340,67.9,Did Not Pay
4140,4140,0.0894,381.26,10.59653473,13.68,767,5850.0,11012,30.5,Did Not Pay
4141,4141,0.1392,273.1,11.28978191,13.38,677,3994.0,9356,50.0,Did Not Pay
4142,4142,0.1565,160.07,10.12647109,23.62,712,2880.0,9912,99.1,Did Not Pay
4143,4143,0.1357,195.32,10.6454249,13.19,677,3660.0,10417,91.4,Did Not Pay
4144,4144,0.1183,579.85,11.27654469,0.3,752,4351.0,209,1.2,Did Not Pay
4145,4145,0.1322,219.71,11.04292184,9.23,682,4259.958333,4856,44.6,Did Not Pay
4146,4146,0.1148,659.37,11.56171563,7.23,767,5400.0,3700,51.4,Did Not Pay
4147,4147,0.1218,666.0,12.15477935,24.04,722,9692.958333,121159,74.3,Did Not Pay
4148,4148,0.1114,157.46,10.46310334,23.66,722,3570.0,14480,56.7,Did Not Pay
4149,4149,0.0774,202.93,10.81977828,16.54,747,3899.958333,7689,43.0,Did Not Pay
4150,4150,0.1322,365.05,10.95080655,19.03,692,3660.0,31861,76.0,Did Not Pay
4151,4151,0.1287,269.07,10.16585182,5.72,707,3240.0,3045,47.6,Did Not Pay
4152,4152,0.0894,362.2,10.66895539,24.78,752,3036.041667,6057,11.6,Did Not Pay
4153,4153,0.1287,232.07,10.57131693,4.65,692,4080.0,903,19.6,Did Not Pay
4154,4154,0.1253,73.63,10.22194128,23.26,682,6857.958333,15225,55.0,Did Not Pay
4155,4155,0.0894,317.72,10.91501573,12.76,742,3240.0,10041,47.8,Did Not Pay
4156,4156,0.0859,189.67,10.96812932,8.61,732,5850.0,19397,38.3,Did Not Pay
4157,4157,0.1426,514.59,10.858999,19.68,687,3313.0,22918,90.9,Did Not Pay
4158,4158,0.1148,494.53,11.35035948,10.02,742,4770.0,14125,40.2,Did Not Pay
4159,4159,0.0859,221.28,11.40756495,4.88,737,8939.958333,13253,20.2,Did Not Pay
4160,4160,0.1322,676.02,12.01370075,16.83,712,7199.958333,144165,64.9,Did Not Pay
4161,4161,0.0894,114.38,11.22524339,18.3,712,4715.0,48538,53.0,Did Not Pay
4162,4162,0.167,177.51,10.61888534,20.39,702,4139.958333,5082,31.6,Did Not Pay
4163,4163,0.0859,252.89,10.59663473,17.7,757,6180.0,26120,32.7,Did Not Pay
4164,4164,0.1253,80.32,10.46310334,21.79,707,2910.0,16022,97.7,Did Not Pay
4165,4165,0.1392,102.42,10.76231865,3.05,677,2490.0,4339,51.5,Did Not Pay
4166,4166,0.1183,530.15,11.08214255,4.91,742,3991.0,9562,70.4,Did Not Pay
4167,4167,0.1148,362.66,10.21464198,12.84,712,7859.958333,11534,66.7,Did Not Pay
4168,4168,0.1253,112.95,9.798127037,24.2,687,2880.0,15813,79.1,Did Not Pay
4169,4169,0.0774,312.19,11.81303006,7.7,787,5639.958333,4200,5.8,Did Not Pay
4170,4170,0.1496,277.16,11.06663836,8.91,697,1830.0,6908,94.6,Did Not Pay
4171,4171,0.1114,423.17,11.00209984,6.24,742,3990.0,12419,34.8,Did Not Pay
4172,4172,0.1148,494.53,11.08214255,12.02,742,3240.0,15757,64.6,Did Not Pay
4173,4173,0.0774,156.1,9.61580548,15.6,757,6870.0,11602,37.9,Did Not Pay
4174,4174,0.1183,662.68,11.56171563,3.69,757,1679.958333,1470,14.7,Did Not Pay
4175,4175,0.0859,284.5,11.22524339,4.83,792,3089.958333,2563,9.1,Did Not Pay
4176,4176,0.1218,399.6,11.51292546,17.09,712,7559.958333,17176,46.4,Did Not Pay
4177,4177,0.1461,689.51,11.35223181,15.15,697,5550.0,32954,90.0,Did Not Pay
4178,4178,0.1287,437.24,11.26446411,6.26,702,5249.958333,1783,59.4,Did Not Pay
4179,4179,0.0774,287.22,11.02640213,1.78,792,7050.0,4600,18.4,Did Not Pay
4180,4180,0.1148,626.41,12.07254125,12.73,747,8219.958333,29658,42.2,Did Not Pay
4181,4181,0.0859,158.06,10.40438405,2.29,737,3570.0,2870,11.4,Did Not Pay
4182,4182,0.1531,626.68,11.46163217,17.38,727,4710.0,35712,51.9,Did Not Pay
4183,4183,0.0774,312.19,11.15625052,15.1,797,9029.958333,9109,73.2,Did Not Pay
4184,4184,0.1287,94.18,10.72161404,3.52,682,4289.958333,2391,30.7,Fully Paid
4185,4185,0.1322,162.25,10.81977828,11.98,677,1949.958333,2523,40.0,Did Not Pay
4186,4186,0.0774,234.14,10.34817337,3.08,797,6089.958333,1147,8.8,Did Not Pay
4187,4187,0.0774,218.54,10.858999,2.58,767,3419.958333,4139,15.6,Did Not Pay
4188,4188,0.1287,201.8,11.08220409,13.09,682,3960.0,10134,38.5,Did Not Pay
4189,4189,0.0859,316.11,11.19821472,6.87,767,3509.958333,11140,13.0,Did Not Pay
4190,4190,0.1218,666.0,11.1123882,20.11,727,2940.0,26359,67.6,Did Not Pay
4191,4191,0.16,492.21,11.22524339,16.32,662,3929.958333,12944,65.0,Did Not Pay
4192,4192,0.0859,151.73,10.96812932,8.07,737,2880.0,3333,20.1,Did Not Pay
4193,4193,0.0859,158.06,10.59663473,6.87,737,3149.958333,8914,74.9,Did Not Pay
4194,4194,0.1253,160.64,11.05405958,11.94,687,3390.0,1725,33.8,Did Not Pay
4195,4195,0.1316,261.72,10.16585182,17.54,677,2721.958333,4034,67.2,Did Not Pay
4196,4196,0.1392,682.74,11.33857208,20.03,707,9359.958333,27584,54.8,Did Not Pay
4197,4197,0.1357,33.97,9.392661929,14.0,682,1380.0,4352,62.2,Fully Paid
4198,4198,0.16,703.15,11.00209984,15.9,747,5700.958333,15018,42.9,Did Not Pay
4199,4199,0.0774,140.49,10.69203582,15.3,752,3119.958333,7204,31.3,Did Not Pay
4200,4200,0.1531,522.23,11.00209984,21.36,677,2161.0,10872,86.3,Did Not Pay
4201,4201,0.1531,696.31,11.26446411,20.52,722,3300.0,21881,21.8,Did Not Pay
4202,4202,0.1357,407.63,11.26446411,23.72,682,4649.958333,28843,84.8,Did Not Pay
4203,4203,0.1218,166.5,11.1844214,24.73,692,5160.0,22457,81.7,Did Not Pay
4204,4204,0.0774,93.66,11.06975849,1.27,762,1890.0,4347,7.4,Did Not Pay
4205,4205,0.1704,713.49,11.51292546,12.65,702,4110.0,6939,31.4,Did Not Pay
4206,4206,0.1253,133.87,10.46321762,2.3,692,3539.958333,1390,27.8,Did Not Pay
